Año Reporte;Nivel Formacion;Codigo Programa;Programa de Formación;Codigo Ocupación;Nombre Ocupación;Egresados;Tasa Vinculación Laboral;Tasa Contrato de Aprendizaje;Tasa Demanda Social;Sector Estrategico;Tasa de Pertinencia;Nivel de Pertinencia
2015;Técnico;821225;Construcción y montaje de instalaciones eléctricas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;3;1,000;0,000;0.114994220435619;0;0.411499410867691;Baja
2015;Técnico;841101;Construcciones livianas;8411;Instaladores Residenciales y Comerciales;4;0.75;0,000;0.166359722614288;1;0.541635990142822;Baja
2015;Técnico;841105;Construcciones livianas en seco;8411;Instaladores Residenciales y Comerciales;39;0.282051295042038;0,000;0.0676647052168846;1;0.344586998224258;Baja
2015;Tecnólogo;921206;Control ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;11;0.454545468091965;0.363636374473572;0.174906611442566;1;0.422036111354828;Baja
2015;Técnico;935502;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;1;1,000;1,000;0.0976058915257454;1;0.759760618209839;Media
2015;Tecnólogo;217307;Desarrollo de videojuegos;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;1;1,000;0,000;0.168508276343346;1;0.634350836277008;Media
2015;Técnico;225208;Dibujo arquitectónico;2252;Dibujantes Técnicos;27;0.407407402992248;0,000;0.310365498065948;1;0.358061999082565;Baja
2015;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;11;0.636363625526428;0.363636374473572;0.179558008909225;1;0.49522852897644;Baja
2015;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;27;0.740740716457367;0.703703701496124;0.424967914819717;1;0.756096303462982;Media
2015;Tecnólogo;524309;Diseño de modas;5243;Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos;16;0.5;0.1875;0.233391553163528;1;0.42490166425705;Baja
2015;Técnico;524139;Diseño e integración de multimedia;5241;Diseñadores Gráficos y Dibujantes Artísticos;37;0.0540540553629398;0,000;0.0760851576924324;1;0.221417635679245;Baja
2015;Tecnólogo;225105;Diseño industrial;2251;Diseñadores Industriales;12;0.75;0.25;0.591160178184509;1;0.559116005897522;Baja
2015;Tecnólogo;821226;Diseño, implementación y mantenimiento de sistemas de telecomunicaciones;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;14;1,000;0.642857134342194;0.33612185716629;1;0.712183594703674;Media
2015;Técnico;524415;Elaboración de objetos artesanales;5244;Artesanos;73;0.164383560419083;0,000;0.102871969342232;0;0.076040618121624;Baja
2015;Tecnólogo;821222;Electricidad industrial;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;9;0.666666686534882;0.777777791023254;0.212523028254509;0;0.443474531173706;Baja
2015;Técnico;837140;Electromecánica de maquinaria industrial;8371;Mecánicos Industriales;45;0.800000011920929;0.311111122369766;0.101707682013512;0;0.490469932556152;Baja
2015;Técnico;834301;Fabricación de estructuras metálicas soldadas;8343;Montadores de Estructuras Metálicas;23;0.869565188884735;0.0869565233588219;0.124380216002464;0;0.377655386924744;Baja
2015;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;47;0.702127635478973;0.0212765950709581;0.115834817290306;0;0.442002356052399;Baja
2015;Tecnólogo;223310;Gestión de la producción industrial;2233;Técnicos en Fabricación Industrial;24;0.833333313465118;0.791666686534882;0.260235160589218;0;0.606752693653107;Media
2015;Tecnólogo;922713;Gestión de recursos en plantas de producción;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;1;1,000;1,000;0.344383060932159;0;0.634438335895538;Media
2015;Tecnólogo;922717;Gestión de recursos en plantas de producción;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;7;0.714285731315613;0.714285731315613;0.16666667163372;0;0.44523811340332;Baja
2015;Tecnólogo;217211;Gestión de redes de datos;2172;Administradores de Servicios de Tecnologías de la Información;9;0.444444447755814;0.222222223877907;0.111260280013084;1;0.383348256349564;Baja
2015;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;7;0.428571432828903;0.571428596973419;0.563005268573761;1;0.492014825344086;Baja
2015;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;164;0.719512224197388;0.634146332740784;0.217727035284042;0;0.58171933889389;Baja
2015;Tecnólogo;821205;Implementación de servicios de telecomunicaciones por redes cableadas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;1;1,000;0,000;0,000;0;0.400000005960464;Baja
2015;Técnico;228112;Instalación de redes de computadores;2281;Técnicos en Tecnologías de la Información;3;0.333333343267441;0.666666686534882;0.0876304507255554;1;0.556679725646973;Baja
2015;Técnico;832418;Instalación de redes de computadores;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;12;0.75;0.416666656732559;0.114539429545402;1;0.544787287712097;Baja
2015;Técnico;832418;Instalación de redes de computadores;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;28;0.0357142873108387;0.0357142873108387;0.0670486316084862;1;0.178133428096771;Baja
2015;Operario;832235;Instalaciones eléctricas para viviendas;8322;Electricistas Residenciales;10;0.5;0,000;0.0804174318909645;0;0.225349441170692;Baja
2015;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;38;0.0526315793395042;0,000;0.0739037320017815;0;0.0457506962120533;Baja
2015;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;42;0.714285731315613;0,000;0.0724047645926476;0;0.310262471437454;Baja
2015;Técnico;226234;Manejo ambiental;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;62;0.322580635547638;0.145161285996437;0.107005827128887;1;0.459390103816986;Baja
2015;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;23;0.260869562625885;0.347826093435287;0.170154586434364;1;0.433236211538315;Baja
2015;Técnico;839312;Mantenimiento de equipos de computo;8393;Auxiliares técnicos en electrónica;8;0.25;0.5;0.222836092114448;1;0.372283607721329;Baja
2015;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;67;0.492537319660187;0.313432842493057;0.115796521306038;1;0.552531123161316;Baja
2015;Técnico;838301;Mantenimiento de motocicletas;8383;Mecánicos de Motos;8;0.75;0.125;0.101525940001011;0;0.335152596235275;Baja
2015;Técnico;838101;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;1;0,000;0,000;0,000;0;0.0519230775535107;Baja
2015;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;10;0.5;0.200000002980232;0.159319773316383;0;0.255931973457336;Baja
2015;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;28;0.857142865657806;0.821428596973419;0.360017567873001;0;0.679082095623016;Media
2015;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;29;0.586206912994385;0.482758611440659;0.335599929094315;0;0.364594489336014;Baja
2015;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;5;0.200000002980232;0.200000002980232;0.242256820201874;0;0.144225686788559;Baja
2015;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;39;0.0256410259753466;0,000;0.0771365240216255;0;0.0179700627923012;Baja
2015;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;17;0.823529422283173;0.529411792755127;0.295884728431702;0;0.568007588386536;Baja
2015;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;14;0.857142865657806;0.428571432828903;0.23492044210434;0;0.578625977039337;Baja
2015;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;16;0.8125;0.5;0.199210569262505;0;0.54299795627594;Baja
2015;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;47;0.0212765950709581;0.0212765950709581;0.0555425845086575;0;0.0183202158659697;Baja
2015;Técnico;861121;Oficial en mampostería;8611;Ayudantes y Obreros de Construcción;15;0.133333340287209;0.0666666701436043;0.0352284200489521;1;0.370189517736435;Baja
2015;Técnico;845110;Operación de maquinaria pesada para excavación;8451;Operadores de Equipo Pesado (excepto grúa);4;1,000;0,000;0.0841774046421051;1;0.618417739868164;Media
2015;Técnico;217101;Producción de multimedia;2171;Analistas de Sistemas Informáticos;1;0,000;0,000;0.169224470853805;1;0.196922451257706;Baja
2015;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;1;1,000;1,000;0.143506899476051;1;0.831850707530975;Alta
2015;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;24;0.625;0.291666656732559;0.244146287441254;1;0.613997936248779;Media
2015;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;36;0.111111111938953;0,000;0.0783952623605728;1;0.333533972501755;Baja
2015;Tecnólogo;524133;Rigging y dinámicas para arte 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;10;0.400000005960464;0,000;0.182320445775986;1;0.370419561862946;Baja
2015;Tecnólogo;226201;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;10;1,000;0.899999976158142;1,000;0;0.820625007152557;Alta
2015;Tecnólogo;226236;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;21;0.61904764175415;0.476190477609634;0.115294016897678;0;0.495011568069458;Baja
2015;Tecnólogo;226235;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;80;0.625;0.300000011920929;0.0927514135837555;1;0.609900116920471;Media
2015;Tecnólogo;821805;Seguridad industrial salud ocupacional y medio ambiente en el sector de la construcción;8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;1;0,000;1,000;0.329123914241791;1;0.42509987950325;Baja
2015;Técnico;226205;Seguridad ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;265;0.498113214969635;0.237735852599144;0.23690339922905;0;0.411107808351517;Baja
2015;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;51;0.196078434586525;0.0980392172932625;0.103470109403133;1;0.389636218547821;Baja
2015;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;68;0.0882352963089943;0.0294117648154497;0.0595166906714439;1;0.328378140926361;Baja
2015;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;287;0.313588857650757;0.167247384786606;0.158923387527466;1;0.45602735877037;Baja
2015;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;769;0.0338101424276829;0.013003901578486;0.0685084834694862;1;0.30422568321228;Baja
2015;Técnico;941501;Soldadura de mantenimiento;9415;Operadores de Máquinas de Soldadura;1;1,000;1,000;0.255985260009766;0;0.64059853553772;Media
2015;Técnico;834214;Soldadura de platinas con proceso smaw y mig mag;8342;Soldadores;15;0.866666674613953;0.533333361148834;0.147738888859749;0;0.574837982654572;Baja
2015;Técnico;834211;Soldadura de tuberías de acero al carbono con procesos de arco eléctrico manual con electrodo revestido smaw y proceso gtaw smaw;8342;Soldadores;28;0.714285731315613;0.142857149243355;0.337016582489014;0;0.454718142747879;Baja
2015;Técnico;834213;Soldadura para aplicaciones automotrices;8342;Soldadores;4;1,000;1,000;0.131982803344727;0;0.719929039478302;Media
2015;Tecnólogo;225102;Técnicas de desarrollo grafico de proyectos de construcción;2251;Diseñadores Industriales;4;0,000;0.75;0.270718216896057;1;0.327071815729141;Baja
2015;Tecnólogo;224213;Telecomunicaciones;2242;Técnicos en Electrónica;4;0.75;0.5;0.35361710190773;1;0.688486695289612;Media
2015;Tecnólogo;224210;Telecomunicaciones;2242;Técnicos en Electrónica;9;0.888888895511627;0.222222223877907;1,000;1;0.753125011920929;Media
2015;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;10;1,000;0.400000005960464;0.160259634256363;0;0.49602597951889;Baja
2015;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;58;0.0689655169844627;0.0689655169844627;0.0753878578543663;0;0.0489180944859981;Baja
2015;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;3;0.666666686534882;0,000;0.181487932801247;1;0.518469333648682;Baja
2016;Tecnólogo;217208;Administración de redes de computadores;2172;Administradores de Servicios de Tecnologías de la Información;4;0.5;0.75;0,000;0;0.355769217014313;Baja
2016;Tecnólogo;228121;Administración del ensamble y mantenimiento de computadores y redes;2281;Técnicos en Tecnologías de la Información;8;0.125;0,000;0,000;1;0.349999994039536;Baja
2016;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;10;0.400000005960464;0.200000002980232;0.081302136182785;1;0.508130192756653;Baja
2016;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;14;0.0714285746216774;0.142857149243355;0.081302136182785;1;0.365273058414459;Baja
2016;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;14;0.857142865657806;0.571428596973419;0.14702270925045;1;0.771845161914825;Media
2016;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;38;0.342105269432068;0.473684221506119;0.14702270925045;1;0.546281218528748;Baja
2016;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;2;0,000;0,000;0.106200128793716;1;0.182678833603859;Baja
2016;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;3;0.666666686534882;0.333333343267441;0.106200128793716;1;0.516012191772461;Baja
2016;Técnico;836101;Armado de estructuras en guadua;8361;Oficiales de Construcción;2;0,000;0,000;0,000;1;0.259615391492844;Baja
2016;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;1;0,000;0,000;0.156537756323814;0;0.0156537760049105;Baja
2016;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;2;1,000;0,000;0.156537756323814;0;0.415653765201569;Baja
2016;Técnico;122121;Asistencia administrativa;1221;Asistentes Administrativos;30;1,000;0.0333333350718021;0.0751209855079651;0;0.555355250835419;Baja
2016;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;98;0.795918345451355;0.265306115150452;0.211479440331459;0;0.476400047540665;Baja
2016;Tecnólogo;223309;Automatización industrial;2233;Técnicos en Fabricación Industrial;16;0.5;0.625;0.373848974704742;0;0.494737833738327;Baja
2016;Técnico;835106;Carpintería;8351;Carpinteros;1;0,000;0,000;0,000;1;0.201923072338104;Baja
2016;Técnico;841102;Carpintería de aluminio;8411;Instaladores Residenciales y Comerciales;3;0,000;0,000;0.134112358093262;1;0.25341123342514;Baja
2016;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;3;0.333333343267441;0.666666686534882;0.0294659305363894;1;0.419613271951675;Baja
2016;Operario;935175;Confección industrial de ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;75;0.159999996423721;0.0666666701436043;0.0940249636769295;0;0.210774287581444;Baja
2016;Tecnólogo;223118;Construcción;2231;Técnicos en Construcción y Arquitectura;4;1,000;0,000;0.0839088410139084;1;0.624567329883575;Media
2016;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;139;0.302158266305924;0.00719424476847053;0.0598253197968006;1;0.387900084257126;Baja
2016;Técnico;832326;Construcción y mantenimiento de redes aéreas de distribución de energía eléctrica des energizadas;8323;Instaladores de Redes de Energía Eléctrica;2;1,000;1,000;0,000;0;0.631730794906616;Media
2016;Técnico;821225;Construcción y montaje de instalaciones eléctricas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;1;1,000;0,000;0,000;0;0.400000005960464;Baja
2016;Técnico;821225;Construcción y montaje de instalaciones eléctricas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;1;1,000;0,000;0,000;0;0.400000005960464;Baja
2016;Técnico;841101;Construcciones livianas;8411;Instaladores Residenciales y Comerciales;15;0.266666680574417;0,000;0,000;1;0.346666663885117;Baja
2016;Técnico;841105;Construcciones livianas en seco;8411;Instaladores Residenciales y Comerciales;8;0.5;0,000;0,000;0;0.28999999165535;Baja
2016;Técnico;133146;Contabilización de operaciones comerciales y financieras;1331;Auxiliares Contables, de Tesorería y Financieros;14;0.214285716414452;0.142857149243355;0.0896318629384041;0;0.270364284515381;Baja
2016;Tecnólogo;921206;Control ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;39;0.512820541858673;0.358974367380142;0.155156537890434;1;0.442438751459122;Baja
2016;Técnico;226230;Control ambiental saneamiento y seguridad industrial;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;48;0.729166686534882;0,000;0,000;0;0.437254905700684;Baja
2016;Técnico;935502;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;2;0.5;0,000;0,000;1;0.349999994039536;Baja
2016;Tecnólogo;217307;Desarrollo de videojuegos;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;2;0.5;0,000;0,000;0;0.298076927661896;Baja
2016;Técnico;225208;Dibujo arquitectónico;2252;Dibujantes Técnicos;53;0.245283022522926;0.113207548856735;0.157948344945908;0;0.176255434751511;Baja
2016;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;7;0.714285731315613;0.571428596973419;0.0245549418032169;1;0.552455484867096;Baja
2016;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;6;0.666666686534882;0.666666686534882;0.169224470853805;1;0.650745987892151;Media
2016;Tecnólogo;524309;Diseño de modas;5243;Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos;13;0.384615391492844;0.230769231915474;0.0761203169822693;0;0.207612037658691;Baja
2016;Tecnólogo;225117;Diseño de productos industriales;2251;Diseñadores Industriales;1;1,000;1,000;0.0773480609059334;0;0.607734799385071;Media
2016;Tecnólogo;225105;Diseño industrial;2251;Diseñadores Industriales;1;1,000;0,000;0,000;1;0.550000011920929;Baja
2016;Tecnólogo;821226;Diseño, implementación y mantenimiento de sistemas de telecomunicaciones;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;26;0.653846144676208;0.576923072338104;0.166733384132385;0;0.393596410751343;Baja
2016;Técnico;524415;Elaboración de objetos artesanales;5244;Artesanos;3;1,000;0,000;0,000;0;0.43088236451149;Baja
2016;Técnico;524436;Elaboración de objetos artesanales con recursos maderables;5244;Artesanos;10;0.400000005960464;0,000;0.0902394130825996;0;0.199906289577484;Baja
2016;Auxiliar;832146;Electricidad;8321;Electricistas Industriales;29;0.551724135875702;0.0689655169844627;0,000;0;0.271982759237289;Baja
2016;Tecnólogo;821222;Electricidad industrial;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;6;0.666666686534882;0.833333313465118;0.0841373279690742;0;0.441747069358826;Baja
2016;Técnico;837140;Electromecánica de maquinaria industrial;8371;Mecánicos Industriales;1;0,000;1,000;0,000;0;0.289423078298569;Baja
2016;Técnico;834301;Fabricación de estructuras metálicas soldadas;8343;Montadores de Estructuras Metálicas;2;0.5;0.5;0,000;0;0.300000011920929;Baja
2016;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;45;0.555555582046509;0.488888889551163;0.175255507230759;0;0.478702038526535;Baja
2016;Técnico;723134;Formulación y gestión de proyectos agropecuarios;7231;Agricultores y Administradores Agropecuarios;16;0.4375;0,000;0,000;0;0.280882358551025;Baja
2016;Tecnólogo;223310;Gestión de la producción industrial;2233;Técnicos en Fabricación Industrial;5;0.800000011920929;0.400000005960464;0,000;0;0.532352924346924;Baja
2016;Tecnólogo;922717;Gestión de recursos en plantas de producción;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;2;0,000;1,000;0,000;0;0.200000002980232;Baja
2016;Tecnólogo;217211;Gestión de redes de datos;2172;Administradores de Servicios de Tecnologías de la Información;1;1,000;0,000;0,000;0;0.405769228935242;Baja
2016;Tecnólogo;228183;Gestión de redes de datos;2281;Técnicos en Tecnologías de la Información;12;0.666666686534882;0.583333313465118;0.0757897719740868;0;0.540912330150604;Baja
2016;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;1;0,000;0,000;0,000;1;0.150000005960465;Baja
2016;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;1;0,000;0,000;0,000;1;0.150000005960465;Baja
2016;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;132;0.545454561710358;0.60606062412262;0.198547542095184;0;0.500425159931183;Baja
2016;Técnico;832418;Instalación de redes de computadores;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;8;0.5;0.625;0,000;0;0.345192313194275;Baja
2016;Técnico;832422;Instalación y reparación de red de fibra óptica;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;2;0.5;1,000;0.173726201057434;0;0.437564939260483;Baja
2016;Operario;832235;Instalaciones eléctricas para viviendas;8322;Electricistas Residenciales;2;1,000;0,000;0,000;0;0.400000005960464;Baja
2016;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;1;0,000;0,000;0.0635359063744545;0;0.00635359063744545;Baja
2016;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;52;0.269230782985687;0,000;0.0635359063744545;0;0.114045903086662;Baja
2016;Técnico;224303;Instrumentación industrial;2243;Técnicos en Automatización e Instrumentación;5;0.600000023841858;0.600000023841858;0,000;0;0.360000014305115;Baja
2016;Técnico;226234;Manejo ambiental;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;48;0.395833343267441;0.0416666679084301;0.117047592997551;0;0.323959648609161;Baja
2016;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;17;0.176470592617989;0.176470592617989;0,000;1;0.379920810461044;Baja
2016;Técnico;839312;Mantenimiento de equipos de computo;8393;Auxiliares técnicos en electrónica;2;0,000;1,000;0,000;0;0.220192313194275;Baja
2016;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;95;0.568421065807343;0.32631579041481;0.100507482886314;0;0.452682346105576;Baja
2016;Técnico;837530;Mantenimiento de equipos de refrigeración ventilación y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;5;0.800000011920929;0.400000005960464;0.27440145611763;0;0.427440166473389;Baja
2016;Técnico;838314;Mantenimiento de las motocicletas;8383;Mecánicos de Motos;11;0.363636374473572;0,000;0.0632289797067642;0;0.186392828822136;Baja
2016;Técnico;838301;Mantenimiento de motocicletas;8383;Mecánicos de Motos;7;0.857142865657806;0.142857149243355;0,000;0;0.406043946743011;Baja
2016;Técnico;838104;Mantenimiento de motores diesel;8381;Mecánicos de Vehículos Automotores;2;0,000;0,000;0.318600356578827;0;0.118398495018482;Baja
2016;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;2;0.5;0,000;0,000;0;0.286538451910019;Baja
2016;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;3;0.666666686534882;0.333333343267441;0,000;0;0.333333343267441;Baja
2016;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;14;0.714285731315613;0.857142865657806;0.252302020788193;0;0.579431891441345;Baja
2016;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;10;0.600000023841858;0.800000011920929;0,000;0;0.400000005960464;Baja
2016;Técnico;839302;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;1;0,000;1,000;0,000;0;0.220192313194275;Baja
2016;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;5;0.400000005960464;0,000;0,000;0;0.180192306637764;Baja
2016;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;34;0.705882370471954;0.5;0.272191524505615;0;0.511042714118958;Baja
2016;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;58;0.482758611440659;0.172413796186447;0.21935747563839;0;0.333345472812653;Baja
2016;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;21;0.714285731315613;0.523809552192688;0.27440145611763;0;0.507339417934418;Baja
2016;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;21;0.666666686534882;0.380952388048172;0.27440145611763;0;0.459720373153687;Baja
2016;Tecnólogo;524136;Modelado y texturizado para arte 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;1;0,000;0,000;0,000;0;0.0220588240772486;Baja
2016;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;2;0,000;1,000;0,000;1;0.5;Baja
2016;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;9;0.666666686534882;0.333333343267441;0,000;1;0.633333325386047;Media
2016;Tecnólogo;524133;Rigging y dinámicas para arte 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;2;0,000;0,000;0,000;0;0.0220588240772486;Baja
2016;Tecnólogo;226235;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;2;0.5;0,000;0,000;0;0.345588237047195;Baja
2016;Tecnólogo;226236;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;40;0.550000011920929;0.300000011920929;0,000;0;0.425588250160217;Baja
2016;Técnico;226205;Seguridad ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;540;0.412962973117828;0.251851856708527;0.284021973609924;0;0.389545977115631;Baja
2016;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;50;0.400000005960464;0.259999990463257;0,000;1;0.512000024318695;Baja
2016;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;207;0.318840593099594;0.144927531480789;0.263436794281006;0;0.332865417003632;Baja
2016;Técnico;834214;Soldadura de platinas con proceso smaw y mig mag;8342;Soldadores;46;0.630434811115265;0.217391297221184;0,000;0;0.411036789417267;Baja
2016;Técnico;834213;Soldadura para aplicaciones automotrices;8342;Soldadores;4;1,000;0,000;0,000;0;0.515384614467621;Baja
2016;Tecnólogo;821202;Supervisión de redes de distribución de energía eléctrica;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;16;0.9375;0.0625;0.0847145467996597;0;0.395971447229385;Baja
2016;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;2;0.5;0,000;0,000;0;0.200000002980232;Baja
