Año Reporte;Nivel Formacion;Codigo Programa;Programa de Formación;Codigo Ocupación;Nombre Ocupación;Egresados;Tasa Vinculación Laboral;Tasa Contrato de Aprendizaje;Tasa Demanda Social;Sector Estrategico;Tasa de Pertinencia;Nivel de Pertinencia
2011;Técnico;228110;Administración documental;2281;Técnicos en Tecnologías de la Información;35;0.12;0.5142857;0.1580041;1;0.4702705;Baja
2011;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;67;0.4736842;0.4179105;0.2781044;1;0.6008662;Media
2011;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;1;1,000;0,000;0.437069;0;0.4437069;Baja
2011;Técnico;835106;Carpintería;8351;Carpinteros;36;0.0555556;0,000;0.1692902;1;0.1891512;Baja
2011;Tecnólogo;922511;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;4;0.5;0.75;0,000;1;0.5;Baja
2011;Técnico;224131;Construcción y montaje de instalaciones eléctricas;2241;Técnicos en Electricidad;19;0.2631579;0.0526316;0.1902499;0;0.2386606;Baja
2011;Técnico;861102;Construcciones livianas en seco;8611;Ayudantes y Obreros de Construcción;25;0.375;0,000;0.3205227;1;0.4820523;Baja
2011;Técnico;935502;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;28;0.1851852;0,000;0,000;1;0.2240741;Baja
2011;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;12;0.8;0.75;0.4529452;1;0.6652945;Media
2011;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;24;0.173913;0.2083333;0.3160083;1;0.2928327;Baja
2011;Tecnólogo;821205;Implementación de servicios de telecomunicaciones por redes cableadas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;4;0.75;0.5;0,000;0;0.4;Baja
2011;Operario;832325;Instalación de redes eléctricas internas;8323;Instaladores de Redes de Energía Eléctrica;25;0.2916667;0,000;0.2273173;1;0.3407142;Baja
2011;Técnico;832201;Instalaciones eléctricas en baja tensión;8322;Electricistas Residenciales;1;0,000;1,000;0,000;0;0.2157895;Baja
2011;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;18;0.0555556;0.1666667;0.5473036;1;0.3550228;Baja
2011;Técnico;838301;Mantenimiento de motocicletas;8383;Mecánicos de Motos;34;0.4375;0.0294118;0.1143649;0;0.1923188;Baja
2011;Técnico;838104;Mantenimiento de motores diesel;8381;Mecánicos de Vehículos Automotores;74;0.0135135;0,000;0.1296444;0;0.0933698;Baja
2011;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;38;0.3783784;0,000;0.1995002;0;0.2463014;Baja
2011;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;48;0.1162791;0.25;0.1995002;0;0.1914617;Baja
2011;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;4;0.25;0.25;0.2885293;0;0.1788529;Baja
2011;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;9;0.875;0.8888889;0.4237384;0;0.6739978;Media
2011;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;25;0.3181818;0.08;0.5821764;0;0.2014904;Baja
2011;Tecnólogo;223200;Mantenimiento electromecánico industrial;2232;Técnicos en Mecánica y Construcción Mecánica;15;0.6666667;0.6666667;0,000;0;0.4;Baja
2011;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;16;0.6428571;0.75;0.4603718;0;0.45318;Baja
2011;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;50;0.0851064;0.1;0.3125734;0;0.1484578;Baja
2011;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;5;0.6;0,000;0.1667822;0;0.2566782;Baja
2011;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;13;0,000;0,000;0.1292495;1;0.312925;Baja
2011;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;73;0.4307692;0.479452;0.1984153;1;0.5880396;Baja
2011;Técnico;941501;Soldadura de mantenimiento;9415;Operadores de Máquinas de Soldadura;4;0.5;0.25;0.3521235;0;0.2852123;Baja
2011;Tecnólogo;223308;Textil;2233;Técnicos en Fabricación Industrial;49;0.7959183;0,000;0,000;0;0.3183673;Baja
2011;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;16;0.5333334;0.0625;0.2132504;0;0.2471584;Baja
2012;Técnico;228110;Administración documental;2281;Técnicos en Tecnologías de la Información;13;0.3333333;0.7692308;0,000;1;0.5309295;Baja
2012;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;16;0.4666667;0.6875;0.1803519;1;0.5859519;Baja
2012;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;132;0.4727273;0.4545455;0.2501675;1;0.5487667;Baja
2012;Técnico;836101;Armado de estructuras en guadua;8361;Oficiales de Construcción;12;0.25;0,000;0.1451823;1;0.3780318;Baja
2012;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;41;0.8461539;0.4634146;0.2762372;0;0.4587682;Baja
2012;Técnico;835106;Carpintería;8351;Carpinteros;3;0,000;0.3333333;0.2035714;1;0.2370238;Baja
2012;Técnico;835106;Carpintería;8351;Carpinteros;17;0,000;0,000;0.1180556;1;0.1618056;Baja
2012;Técnico;834401;Carpintería metálica;8344;Ornamentistas, forjadores y herreros;5;0,000;0,000;0.2;0;0.1010811;Baja
2012;Tecnólogo;922511;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;2;0.5;0.5;0,000;1;0.45;Baja
2012;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;14;0.5;0.0714286;0.1572917;1;0.3800149;Baja
2012;Técnico;832326;Construcción y mantenimiento de redes aéreas de distribución de energía eléctrica des energizadas;8323;Instaladores de Redes de Energía Eléctrica;2;1,000;1,000;0.2946429;0;0.6294643;Media
2012;Técnico;224131;Construcción y montaje de instalaciones eléctricas;2241;Técnicos en Electricidad;7;0.5714286;0.7142857;0,000;0;0.5026786;Baja
2012;Técnico;82101;Construcción y montaje de instalaciones eléctricas;821;Gerentes de Operación de Instalaciones Físicas;13;0.8333333;0,000;0,000;0;0.3333333;Baja
2012;Técnico;224131;Construcción y montaje de instalaciones eléctricas;2241;Técnicos en Electricidad;14;0,000;0,000;0,000;0;0.13125;Baja
2012;Técnico;861102;Construcciones livianas en seco;8611;Ayudantes y Obreros de Construcción;11;0.1;0.0909091;0,000;1;0.3431818;Baja
2012;Técnico;935501;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;12;0.0909091;0,000;0,000;1;0.1863636;Baja
2012;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;23;0.7894737;1,000;0.5309524;1;0.7188847;Media
2012;Técnico;524139;Diseño e integración de multimedia;5241;Diseñadores Gráficos y Dibujantes Artísticos;15;0,000;0,000;0.1226852;1;0.1622685;Baja
2012;Técnico;524415;Elaboración de objetos artesanales;5244;Artesanos;10;1,000;0,000;0.1085973;0;0.4108597;Baja
2012;Técnico;837140;Electromecánica de maquinaria industrial;8371;Mecánicos Industriales;40;0.8205128;0,000;0.1296875;0;0.4060388;Baja
2012;Técnico;834301;Fabricación de estructuras metálicas soldadas;8343;Montadores de Estructuras Metálicas;19;0.4736842;0,000;0.1514706;0;0.2046207;Baja
2012;Tecnólogo;122119;Formulación de proyectos;1221;Asistentes Administrativos;11;0.5;0.7272727;0,000;0;0.4579546;Baja
2012;Tecnólogo;223310;Gestión de la producción industrial;2233;Técnicos en Fabricación Industrial;42;0.625;0.9285714;0.2571429;0;0.5176786;Baja
2012;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;25;0.35;0.8;0.7702703;1;0.527027;Baja
2012;Tecnólogo;821205;Implementación de servicios de telecomunicaciones por redes cableadas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;3;0.6666667;0.3333333;0,000;0;0.3333333;Baja
2012;Técnico;228112;Instalación de redes de computadores;2281;Técnicos en Tecnologías de la Información;36;0,000;0.0277778;0.1060606;1;0.2599116;Baja
2012;Operario;832325;Instalación de redes eléctricas internas;8323;Instaladores de Redes de Energía Eléctrica;50;0.36;0.04;0.4069149;1;0.3426915;Baja
2012;Técnico;832201;Instalaciones eléctricas en baja tensión;8322;Electricistas Residenciales;8;0.5714286;0.375;0,000;0;0.3724903;Baja
2012;Operario;935152;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;2;0,000;1,000;0,000;1;0.4310811;Baja
2012;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;16;0.0714286;0.125;0.2511111;1;0.3097636;Baja
2012;Técnico;838301;Mantenimiento de motocicletas;8383;Mecánicos de Motos;3;0.3333333;0.6666667;0.100713;0;0.276738;Baja
2012;Técnico;838104;Mantenimiento de motores diesel;8381;Mecánicos de Vehículos Automotores;28;0,000;0,000;0.1025641;0;0.1034997;Baja
2012;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;2;0.5;0,000;0.0968137;0;0.3029246;Baja
2012;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;2;0,000;0.5;0.1766467;0;0.1176647;Baja
2012;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;11;0.4545455;0.6363636;0.4357143;0;0.4839123;Baja
2012;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;3;1,000;1,000;0.3654234;0;0.6365423;Media
2012;Técnico;839302;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;24;0.0526316;0,000;0.1073944;0;0.0317921;Baja
2012;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;12;0.75;0.9166667;0.3883721;0;0.6252955;Media
2012;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;3;0.6666667;0.3333333;0.3642086;0;0.3697542;Baja
2012;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;2;0,000;0,000;0,000;0;0.0648649;Baja
2012;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;3;1,000;0.3333333;0,000;0;0.4666667;Baja
2012;Técnico;861123;Oficial de construcción;8611;Ayudantes y Obreros de Construcción;8;1,000;0,000;0,000;1;0.685;Media
2012;Técnico;861122;Oficial de construcción;8611;Ayudantes y Obreros de Construcción;39;0.1842105;0.025641;0,000;1;0.3638124;Baja
2012;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;1;0,000;0,000;0,000;1;0.15;Baja
2012;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;12;0.4166667;0.6666667;0,000;1;0.45;Baja
2012;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;60;0,000;0,000;0.1081662;1;0.2545666;Baja
2012;Tecnólogo;821805;Seguridad industrial salud ocupacional y medio ambiente en el sector de la construcción;8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;14;0.5;0.8571429;0.5714286;1;0.5785714;Baja
2012;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;7;0.1428571;0,000;0.0959135;1;0.3104842;Baja
2012;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;36;0.1515152;0.0833333;0.2102641;1;0.3420492;Baja
2012;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;132;0.2627119;0.1969697;0,000;1;0.3882287;Baja
2012;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;240;0,000;0.0166667;0,000;1;0.2470833;Baja
2012;Técnico;941501;Soldadura de mantenimiento;9415;Operadores de Máquinas de Soldadura;6;0.6666667;0.3333333;0.2785714;0;0.3611905;Baja
2012;Técnico;834212;Soldadura de tuberías de acero al carbono con procesos smaw gmaw y smaw fcaw;8342;Soldadores;8;0.7142857;0.25;0,000;0;0.4086873;Baja
2012;Tecnólogo;224210;Telecomunicaciones;2242;Técnicos en Electrónica;21;0.6666667;0.1904762;1,000;1;0.6578869;Media
2012;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;5;0.6;0.4;0.2251506;0;0.3425151;Baja
2013;Tecnólogo;228121;Administración del ensamble y mantenimiento de computadores y redes;2281;Técnicos en Tecnologías de la Información;27;0.4761905;0,000;0.4241513;1;0.5103914;Baja
2013;Técnico;228110;Administración documental;2281;Técnicos en Tecnologías de la Información;3;1,000;0.3333333;0,000;1;0.7441667;Media
2013;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;9;0.4285714;0.6666667;0.2083279;1;0.6030947;Media
2013;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;106;0.4020618;0.4150943;0.2596954;1;0.5473132;Baja
2013;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;7;0.6666667;0.4285714;0.4845537;1;0.5958363;Media
2013;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;45;0.8636364;0.0444444;0.2850253;0;0.382846;Baja
2013;Técnico;835106;Carpintería;8351;Carpinteros;1;1,000;0,000;0.2398337;1;0.5739834;Baja
2013;Técnico;835106;Carpintería;8351;Carpinteros;8;0,000;0,000;0.111677;1;0.1611677;Baja
2013;Técnico;841102;Carpintería de aluminio;8411;Instaladores Residenciales y Comerciales;2;1,000;0,000;0.1640967;1;0.6789097;Media
2013;Técnico;834401;Carpintería metálica;8344;Ornamentistas, forjadores y herreros;2;1,000;0,000;0.2482489;0;0.4248249;Baja
2013;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;7;0.5;0.1428571;0.2183007;1;0.4004015;Baja
2013;Tecnólogo;223118;Construcción;2231;Técnicos en Construcción y Arquitectura;1;1,000;0,000;0.1556815;1;0.6780682;Media
2013;Técnico;832326;Construcción y mantenimiento de redes aéreas de distribución de energía eléctrica des energizadas;8323;Instaladores de Redes de Energía Eléctrica;9;0.6666667;0.7777778;0.2608718;0;0.4483094;Baja
2013;Técnico;821225;Construcción y montaje de instalaciones eléctricas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;5;0.2;0,000;0,000;0;0.1325;Baja
2013;Técnico;841101;Construcciones livianas;8411;Instaladores Residenciales y Comerciales;14;0.2857143;0,000;0.2275011;1;0.3995358;Baja
2013;Técnico;222232;Control ambiental saneamiento y seguridad industrial;2222;Técnicos en Recursos Naturales;31;0.8095238;0,000;0,000;1;0.4738095;Baja
2013;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;1;1,000;0,000;0.2440413;1;0.5744041;Baja
2013;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;16;0.6923077;0.875;0.6437641;1;0.6662995;Media
2013;Técnico;524139;Diseño e integración de multimedia;5241;Diseñadores Gráficos y Dibujantes Artísticos;5;0,000;0,000;0.1295944;1;0.2079594;Baja
2013;Tecnólogo;225105;Diseño industrial;2251;Diseñadores Industriales;12;0.7272727;0.25;0.753162;1;0.5662253;Baja
2013;Técnico;524415;Elaboración de objetos artesanales;5244;Artesanos;17;0.2352941;0,000;0.1559932;0;0.109717;Baja
2013;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;2;1,000;0,000;0.159387;0;0.5284387;Baja
2013;Tecnólogo;122119;Formulación de proyectos;1221;Asistentes Administrativos;5;0.5;0.8;0,000;0;0.4725;Baja
2013;Tecnólogo;223310;Gestión de la producción industrial;2233;Técnicos en Fabricación Industrial;14;0.5;0.9285714;0.3029479;0;0.4685091;Baja
2013;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;3;0.6666667;1,000;0.9074789;1;0.7074146;Media
2013;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;37;0.8285714;0.7567568;0.2362962;0;0.6189095;Media
2013;Técnico;228112;Instalación de redes de computadores;2281;Técnicos en Tecnologías de la Información;20;0,000;0,000;0,000;1;0.2775;Baja
2013;Operario;832325;Instalación de redes eléctricas internas;8323;Instaladores de Redes de Energía Eléctrica;31;0.6129032;0.0645161;0,000;1;0.4080645;Baja
2013;Técnico;832412;Instalación de servicios de telecomunicaciones;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;19;0.3333333;0,000;0,000;1;0.2878788;Baja
2013;Técnico;832201;Instalaciones eléctricas en baja tensión;8322;Electricistas Residenciales;2;0.5;0.5;0,000;0;0.3772727;Baja
2013;Técnico;832223;Instalaciones eléctricas en baja tensión;8322;Electricistas Residenciales;18;0.2777778;0,000;0,000;0;0.1883838;Baja
2013;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;35;0,000;0,000;0.1201383;0;0.0892866;Baja
2013;Técnico;935162;Manejo de maquinas de confección industrial;9351;Operadores de Máquinas para Coser y Bordar;16;0.1428571;0,000;0,000;1;0.2571429;Baja
2013;Operario;935152;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;1;0,000;1,000;0,000;1;0.4;Baja
2013;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;7;0,000;0.2857143;0.1860926;1;0.2757521;Baja
2013;Técnico;838301;Mantenimiento de motocicletas;8383;Mecánicos de Motos;19;0.1578947;0,000;0.3410378;0;0.0972617;Baja
2013;Técnico;838124;Mantenimiento de motores diesel;8381;Mecánicos de Vehículos Automotores;3;0.6666667;0,000;0,000;0;0.3166667;Baja
2013;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;20;0.1578947;0,000;0.0752695;0;0.1206848;Baja
2013;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;21;0.4285714;0.0952381;0.2066295;0;0.2111391;Baja
2013;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;21;0.2380952;0,000;0.2066295;0;0.115901;Baja
2013;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;16;0.4666667;0.6875;0.3980459;0;0.4539713;Baja
2013;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;36;0.2;0,000;0.3571818;0;0.1157182;Baja
2013;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;55;0.1818182;0.1272727;0.3571818;0;0.1339;Baja
2013;Tecnólogo;223200;Mantenimiento electromecánico industrial;2232;Técnicos en Mecánica y Construcción Mecánica;1;0,000;1,000;0,000;0;0.2;Baja
2013;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;7;0.5;0.5714286;0.3348371;0;0.3477694;Baja
2013;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;13;0,000;0,000;0.1233853;0;0.0123385;Baja
2013;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;20;0.35;0,000;0.3348371;0;0.1734837;Baja
2013;Técnico;839302;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;22;0.1363636;0,000;0,000;0;0.0545455;Baja
2013;Técnico;839302;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;22;0,000;0,000;0.1472663;0;0.0147266;Baja
2013;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;7;0.5;0.8571429;0.3256621;0;0.5089948;Baja
2013;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;17;0.8;0.7058824;0.2829445;0;0.4894709;Baja
2013;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;1;0,000;0,000;0,000;0;0,000;Baja
2013;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;15;0,000;0,000;0.0916324;0;0.0091632;Baja
2013;Técnico;836116;Oficial de construcción;8361;Oficiales de Construcción;14;0.2142857;0,000;0,000;1;0.3584416;Baja
2013;Técnico;217101;Producción de multimedia;2171;Analistas de Sistemas Informáticos;12;0,000;0,000;0,000;1;0.15;Baja
2013;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;2;0,000;0,000;0,000;1;0.1772727;Baja
2013;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;6;0.5;1,000;0,000;1;0.5772727;Baja
2013;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;9;0.4444444;0.2222222;0.3592729;1;0.5356495;Baja
2013;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;93;0,000;0,000;0.1120308;1;0.2887031;Baja
2013;Tecnólogo;821805;Seguridad industrial salud ocupacional y medio ambiente en el sector de la construcción;8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;12;0.5833333;0.75;0.6732175;1;0.7431551;Media
2013;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;26;0.2608696;0.0384615;0.1614984;1;0.40569;Baja
2013;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;42;0.0588235;0,000;0,000;1;0.3010294;Baja
2013;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;60;0.3921569;0.1666667;0,000;1;0.4676961;Baja
2013;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;78;0.2465753;0.2307692;0.1614984;1;0.4384338;Baja
2013;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;445;0.0140056;0,000;0.112256;1;0.2943279;Baja
2013;Técnico;941501;Soldadura de mantenimiento;9415;Operadores de Máquinas de Soldadura;5;1,000;0.6;0,000;0;0.52;Baja
2013;Técnico;834214;Soldadura de platinas con proceso smaw y mig mag;8342;Soldadores;1;0,000;0,000;0.1783789;0;0.058747;Baja
2013;Técnico;834212;Soldadura de tuberías de acero al carbono con procesos smaw gmaw y smaw fcaw;8342;Soldadores;2;1,000;0.5;0,000;0;0.5409091;Baja
2013;Tecnólogo;224210;Telecomunicaciones;2242;Técnicos en Electrónica;9;1,000;0.3333333;0,000;1;0.7216667;Media
2013;Tecnólogo;224213;Telecomunicaciones;2242;Técnicos en Electrónica;25;0.92;0.04;0.4397248;1;0.6749725;Media
2013;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;9;0.4444444;0.5555556;0.2566642;0;0.3145553;Baja
2013;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;18;0,000;0,000;0.1175655;0;0.0117566;Baja
2013;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;1;0,000;0,000;0.2924288;1;0.1792429;Baja
2014;Tecnólogo;217208;Administración de redes de computadores;2172;Administradores de Servicios de Tecnologías de la Información;12;0.833333313465118;0.666666686534882;0.150913238525391;1;0.631757974624634;Media
2014;Tecnólogo;228121;Administración del ensamble y mantenimiento de computadores y redes;2281;Técnicos en Tecnologías de la Información;59;0.344827592372894;0.203389823436737;0.32986456155777;1;0.464227050542831;Baja
2014;Técnico;228110;Administración documental;2281;Técnicos en Tecnologías de la Información;1;1,000;1,000;0.0837696343660355;1;0.861008524894714;Alta
2014;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;17;0.25;0.235294118523598;0.12604521214962;1;0.412294924259186;Baja
2014;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;85;0.43529412150383;0.294117659330368;0.188822478055954;1;0.504455029964447;Baja
2014;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;6;0.5;0.16666667163372;0.408019989728928;1;0.424135327339172;Baja
2014;Técnico;836101;Armado de estructuras en guadua;8361;Oficiales de Construcción;3;0.666666686534882;0,000;0.0910413041710854;1;0.525770783424377;Baja
2014;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;9;0.333333343267441;0,000;0.0780232399702072;0;0.141135662794113;Baja
2014;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;38;0.657894730567932;0.710526287555695;0.205888703465462;0;0.425852030515671;Baja
2014;Tecnólogo;223309;Automatización industrial;2233;Técnicos en Fabricación Industrial;1;0,000;0,000;0.165481343865395;1;0.221811294555664;Baja
2014;Técnico;835106;Carpintería;8351;Carpinteros;7;0.714285731315613;0,000;0.129581153392792;1;0.448672413825989;Baja
2014;Técnico;835106;Carpintería;8351;Carpinteros;16;0,000;0,000;0.0435406155884266;1;0.154354065656662;Baja
2014;Técnico;834401;Carpintería metálica;8344;Ornamentistas, forjadores y herreros;5;0.600000023841858;0.600000023841858;0.189797878265381;0;0.378979802131653;Baja
2014;Técnico;524513;Confección de prendas de vestir;5245;Patronistas de Productos de Tela, Cuero y Piel;15;0.0666666701436043;0,000;0.0226876102387905;1;0.178935423493385;Baja
2014;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;9;0.444444447755814;0,000;0.122398152947426;1;0.340017586946487;Baja
2014;Tecnólogo;223118;Construcción;2231;Técnicos en Construcción y Arquitectura;29;0.444444447755814;0,000;0.088777594268322;1;0.344550281763077;Baja
2014;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;153;0.259999990463257;0,000;0.0744564980268478;1;0.361445635557175;Baja
2014;Técnico;832326;Construcción y mantenimiento de redes aéreas de distribución de energía eléctrica des energizadas;8323;Instaladores de Redes de Energía Eléctrica;10;0.800000011920929;0.5;0.261406153440476;0;0.446140617132187;Baja
2014;Técnico;224131;Construcción y montaje de instalaciones eléctricas;2241;Técnicos en Electricidad;1;0,000;1,000;0.0401396155357361;0;0.298750787973404;Baja
2014;Técnico;224131;Construcción y montaje de instalaciones eléctricas;2241;Técnicos en Electricidad;1;1,000;0,000;0.110481888055801;0;0.505785048007965;Baja
